0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
296.345142,592.167717
333.278595,623.835327
303.251038,548.378174
258.462463,559.686218
288.830231,639.818970
1
294.452066,583.054964
330.677826,614.486084
301.554169,539.648315
256.909149,550.481018
286.607452,630.999695
1
292.028285,571.869536
327.621246,603.309021
299.551727,528.892334
254.750427,538.941772
283.747314,619.174072
1
289.074663,558.742956
324.310791,590.425415
297.127441,516.484253
252.563171,525.913757
280.216919,605.225891
2
286.624795,545.558424
321.336945,577.648560
295.226776,503.816559
250.504166,512.166199
277.189606,591.343506
164.359952,585.773008
203.856735,615.662476
179.871704,535.436340
128.006165,558.262024
149.307617,634.618835
2
285.018258,536.808170
319.192108,568.781799
293.912506,495.436066
249.323669,503.411713
275.270416,582.150818
162.764088,576.475307
201.885239,605.957214
178.742188,526.501587
126.847191,549.408142
147.379898,624.591492
2
282.300694,520.627137
316.064758,553.327637
291.829559,479.992584
247.268753,486.698700
271.855042,565.171204
160.056790,558.076516
198.596710,587.693665
176.626953,508.761993
124.683533,530.892883
144.035919,605.756287
2
280.166685,506.548378
313.181946,539.285828
290.279510,466.495972
245.657547,472.329620
269.120728,550.296509
157.954580,542.008285
195.793991,571.614929
175.058014,493.213043
123.011230,514.667603
141.363739,589.341125
2
155.252215,521.960263
192.451523,551.122925
173.136826,473.917938
121.126289,495.207001
137.983887,568.347107
277.517466,488.215214
309.639313,520.933105
288.295441,449.085266
243.783646,453.855438
265.697968,531.126465
2
275.147198,468.827099
306.526886,501.814545
286.778473,430.565277
242.304337,434.301514
262.533478,510.320740
152.924657,500.022495
189.364365,529.299133
171.465637,452.660248
119.342232,473.041473
134.980026,545.861389
2
273.823008,455.179015
304.663574,488.475464
285.953491,417.387726
241.564957,420.352203
260.642090,496.242828
151.604157,484.706706
187.632965,514.069580
170.706223,437.770660
118.587151,457.798401
133.158463,530.029968
2
272.514727,436.344489
302.746674,470.614899
285.302277,399.065643
240.904449,400.511627
258.698486,476.622223
150.107257,463.090331
185.539490,492.948914
169.988098,416.212402
117.545151,435.650391
131.120453,507.860168
2
272.510588,421.657833
302.176941,456.369843
285.755646,384.978363
241.357773,385.206543
258.071381,461.644257
149.953782,446.602631
184.826202,476.569061
170.328110,400.305511
117.555359,418.762146
130.311127,491.237152
2
150.126087,430.484531
184.652420,460.528534
171.089874,384.536163
118.153725,402.662933
129.990128,474.618469
272.819938,407.356421
301.801819,442.062683
286.633728,371.074524
242.484741,371.029541
257.900421,446.542511
2
150.171632,409.227386
184.080109,438.914673
171.955597,363.769409
118.796028,381.757660
129.363083,452.649902
273.141585,387.703721
301.198120,422.644897
287.617432,352.346924
243.562164,350.865967
257.378998,426.203339
2
273.635228,367.881760
301.013672,403.729919
288.857727,332.899170
244.849838,330.191406
257.242493,405.553650
150.498535,386.568977
183.821228,416.732239
173.086105,341.596954
119.564438,358.567841
128.808670,429.753662
2
274.409278,359.082748
301.386292,395.713898
289.880737,324.101685
245.784241,320.213806
257.670471,396.929291
151.078584,375.599785
184.363495,407.004120
174.034500,330.043030
120.189842,346.456238
129.166931,419.084167
2
151.507370,366.707371
184.554153,398.052460
174.720322,321.460876
120.766029,337.549011
129.235474,410.119568
274.790795,350.948497
301.566833,387.923065
290.582214,316.314270
246.587341,312.002838
257.761139,388.298462
2
275.640831,343.447454
302.168182,380.949677
291.625061,308.828857
247.660339,303.890900
258.361389,380.871216
152.043997,357.938076
184.926132,389.591187
175.648422,312.672455
121.549576,328.583435
129.477310,401.213654
2
277.227561,336.393281
303.470520,374.096863
293.381348,301.934937
249.544571,296.620789
259.775299,373.621460
153.408671,350.234809
186.137314,381.945282
177.338699,305.015045
123.012054,320.783813
130.512878,393.500214
2
154.890026,340.382761
187.478165,372.516785
179.181488,295.151093
124.642838,310.557068
131.597290,383.754761
278.781943,327.846058
304.678009,366.013763
295.286499,293.517731
251.482178,287.609467
261.072845,364.679749
2
156.290176,334.963334
188.718384,367.000092
180.765305,289.911774
126.193672,305.230133
132.835403,378.136719
280.355940,322.896260
305.954987,360.979797
297.056732,288.947052
253.296356,282.639893
262.340118,359.518646
2
282.046044,312.985616
307.273102,351.359528
298.993469,279.315155
255.403946,272.459229
263.730957,349.373291
157.930046,324.016477
190.037201,356.120819
182.833755,279.078033
128.039459,294.128510
134.134460,366.955322
2
158.429836,316.565038
190.416489,348.850433
183.666916,271.638123
128.643478,286.500488
134.276566,359.562561
282.678991,306.223387
307.769562,345.021942
299.819061,272.538269
256.273712,265.391846
264.237366,342.466431
2
158.585205,311.024478
190.644516,343.972900
184.084686,265.958252
128.729721,280.341003
134.262405,354.011108
283.081853,302.158879
307.899750,341.271973
300.356995,268.510712
256.781799,260.709900
264.519928,338.313416
2
281.033678,299.927200
305.750305,339.033752
298.478577,266.392487
254.873413,258.536530
262.388489,335.769257
157.034737,308.836014
188.673737,341.572693
182.514786,263.868286
127.524902,278.302368
132.739029,351.713593
2
279.260032,298.957751
303.987427,338.069855
296.782227,265.567902
253.184174,257.712738
260.510956,334.685516
155.670028,307.580031
187.168106,340.255585
180.958054,262.832062
126.382912,277.198090
131.452606,350.433533
2
277.645911,298.490377
302.274567,337.399841
295.173370,265.317291
251.580231,257.310638
258.772522,334.210815
154.305794,307.115822
185.525726,339.636963
179.586075,262.418823
125.142319,276.736847
130.216843,349.706482
2
276.697542,298.389498
301.357452,337.404907
294.416351,265.220245
250.695282,257.250305
257.748352,333.862000
153.419601,306.887776
184.626434,339.487366
178.657791,262.267181
124.303909,276.472656
129.348709,349.444611
2
276.010307,298.197267
300.603729,337.083496
293.681000,265.003265
249.909363,256.927399
257.128662,333.666016
152.782819,306.499520
183.985672,339.074219
177.964111,261.918335
123.717041,276.155853
128.699036,349.137665
2
274.807782,297.939189
299.335602,336.718140
292.464691,264.795258
248.723068,256.698761
255.882584,333.463837
151.713727,306.273598
182.890060,338.785492
176.817551,261.741302
122.772179,276.092224
127.701469,348.869537
2
272.113418,297.332725
296.672119,336.174194
289.763794,264.241211
246.160538,256.286255
253.225327,332.744751
149.525441,305.708745
180.360428,338.163361
174.467682,261.334167
120.748512,275.420288
125.594109,348.284821
2
268.668375,297.284050
293.312103,335.948700
286.493347,264.163940
242.625778,256.424652
249.628998,332.660614
146.089360,305.801872
176.924057,338.169403
170.963364,261.534393
117.293900,275.574951
122.245216,348.236542
2
267.212728,297.293227
291.907745,335.971191
285.016144,264.275696
241.053040,256.321259
248.170547,332.608124
144.759623,305.537173
175.403091,337.898590
169.649826,261.210510
116.060982,275.229614
121.039993,347.779175
2
266.792733,297.249168
291.469727,335.891693
284.646545,264.221893
240.677658,256.354706
247.692108,332.582886
144.361943,305.363345
175.135544,337.760101
169.166641,261.207855
115.746971,275.239075
120.531631,347.784302
2
266.313926,297.158487
290.965240,335.709076
284.164886,264.150391
240.129242,256.209961
247.213303,332.477325
143.899512,305.472787
174.546341,337.769073
168.740051,261.216644
115.229347,275.259552
120.159363,347.768463
2
143.247369,305.029088
173.892456,337.386230
168.051971,260.868561
114.716286,274.904053
119.483414,347.336914
265.593751,296.814832
290.179718,335.361084
283.486786,263.947571
239.458633,255.839798
246.425201,332.025055
2
264.812126,296.444946
289.441132,335.052887
282.750610,263.545166
238.761337,255.608246
245.624939,331.634888
142.644634,304.785311
173.182632,336.987213
167.457153,260.590424
114.023056,274.604248
118.952774,346.984131
2
264.264428,296.225710
288.904755,334.770966
282.183563,263.320312
238.156372,255.384460
245.088348,331.439270
142.055180,304.422528
172.597382,336.728180
166.844727,260.254089
113.642097,274.368927
118.398834,346.571899
2
263.180760,295.851196
287.761017,334.332092
281.138977,263.099854
237.045609,254.936081
243.956711,330.911102
141.159779,303.955380
171.597488,336.188141
165.883362,259.839783
112.805679,273.929108
117.507210,346.159912
2
261.818587,295.341097
286.446136,333.908630
279.793976,262.595032
235.833878,254.648209
242.569321,330.407806
140.051492,303.431065
170.339447,335.664307
164.728867,259.488312
111.802437,273.367676
116.428284,345.496674
2
260.861003,295.004070
285.421722,333.406342
278.975555,262.239075
234.808884,254.269897
241.537582,329.955627
139.110112,302.994895
169.359909,335.121307
163.839752,258.920685
110.942207,273.079529
115.508209,345.059204
2
260.059456,294.583285
284.692078,333.156830
278.104279,261.976898
234.011932,253.794067
240.702103,329.561371
138.395489,302.549917
168.624817,334.801300
162.998566,258.703369
110.292274,272.566864
114.815643,344.572906
2
258.686342,294.032021
283.233917,332.324432
276.812561,261.382751
232.640625,253.402618
239.294373,328.961182
137.128782,301.737728
167.243546,333.810730
161.747025,257.903259
109.069427,271.853790
113.565437,343.693878
2
258.602399,293.863977
283.166840,332.295898
276.767212,261.235260
232.606705,253.192810
239.176193,328.758484
137.024271,301.768501
167.130096,333.789398
161.632217,257.908844
108.936485,271.894012
113.481712,343.729279
2
258.641948,293.890072
283.261505,332.310150
276.764618,261.297699
232.603546,253.255814
239.227051,328.806427
137.042758,301.696956
167.181671,333.771698
161.679504,257.811218
108.977882,271.829468
113.510460,343.615326
